,won
3087,0
7345,0
25404,0
38671,0
65493,1
74022,0
52288,1
28283,0
18449,0
42676,0
75640,0
64675,0
42704,0
1744,0
34351,0
44414,0
24471,0
68077,0
68154,0
52693,0
43634,0
33471,0
70352,0
8379,0
56892,0
53637,0
72970,0
64192,0
28558,0
43851,0
11670,0
45208,0
20123,0
29967,0
42249,0
24239,0
17074,0
33437,0
51229,0
4455,0
3237,0
19603,0
21494,0
19440,0
71157,0
19530,0
26062,0
30954,0
46264,0
23703,0
24862,0
71499,0
14330,0
73459,0
41266,0
23415,0
51293,0
19121,0
44902,0
48324,1
14805,0
14948,0
38909,0
76027,0
65727,0
52864,0
8786,0
34244,0
32332,0
35717,0
57591,0
4260,0
65214,0
4320,0
69059,0
36542,1
30446,0
1139,0
1557,0
11763,0
22576,0
54802,0
63689,0
51942,0
30835,0
64844,0
73872,1
17475,0
10091,0
44734,0
4912,0
14268,0
39762,0
13444,0
21087,0
66187,0
70682,0
43964,0
10188,0
63555,0
70833,0
32817,0
69763,0
57476,0
73340,0
28760,0
74357,0
69208,0
15828,0
64802,0
18331,0
40687,1
8263,0
35801,0
10567,0
55855,0
14783,0
4699,0
4918,0
14784,0
53264,0
52206,0
64205,0
25024,0
50601,0
15428,0
8511,0
15814,0
63788,0
3621,0
34883,0
4971,0
69830,0
55794,0
15565,0
4042,0
68122,0
62497,0
19636,0
33880,0
15853,0
64487,0
73522,0
66560,0
42985,0
12610,0
54016,0
40570,0
44269,0
45491,0
28831,0
1261,0
32065,0
33904,1
38544,1
6798,0
6552,0
18666,0
22995,0
62425,0
71154,0
54635,0
70126,0
68718,0
51802,0
46556,0
4577,0
29220,1
5316,0
49055,0
17837,0
41217,0
57026,0
17780,0
61858,0
72513,0
6601,0
75427,0
47896,0
26785,0
69061,0
45285,0
1708,0
67546,1
27347,0
17863,0
71179,0
45877,0
20767,0
39552,0
54452,0
41774,0
27525,0
55767,0
6792,0
13198,0
24463,0
38493,0
39717,0
31467,0
75345,0
10422,0
68047,0
18150,1
15141,0
36486,0
40429,0
27997,0
69673,0
24952,0
63222,0
38344,0
67900,0
36895,0
21697,0
16799,0
35468,0
13358,0
51326,0
35794,0
67262,0
11312,1
3493,1
67973,0
1928,0
29977,0
22818,1
45631,0
5817,0
2701,0
1991,0
64376,0
69520,0
8963,0
48684,0
3617,1
52884,0
29391,0
1401,0
49682,0
65735,0
61076,0
27562,0
44452,0
76608,0
58550,0
9692,0
30384,0
25764,0
59049,0
55817,0
14751,0
5398,0
51944,0
53974,0
35069,0
61414,0
9680,0
48887,0
55544,0
64808,0
1597,0
35953,0
20806,0
71491,0
47627,1
24232,0
36565,0
69579,1
55552,1
67471,0
7664,0
46240,0
31987,1
72417,0
11338,0
31435,0
32458,0
4856,0
45866,0
22767,0
64076,0
75594,0
35328,0
12387,0
32443,0
42857,0
2112,0
4502,0
52962,0
30822,0
25817,0
47340,0
999,0
1631,0
69646,0
38771,0
49921,0
69026,0
11755,0
35436,0
1481,1
25349,0
65368,0
59963,0
17244,0
58547,0
36070,0
67205,0
65890,0
47334,0
17942,0
40886,1
6061,0
29206,1
408,0
22014,0
33034,0
54395,0
52021,0
32363,0
6663,0
50663,0
67470,0
61618,0
65533,0
13387,0
67753,0
282,0
28692,0
35004,0
1959,0
8253,0
25126,0
68770,1
7489,0
2915,0
71156,0
22824,0
16853,0
19057,0
36431,0
24736,0
42399,0
51516,0
32627,1
34401,0
25631,0
14150,0
43478,0
62201,0
39547,0
13570,0
39199,0
47871,0
8546,0
10216,0
38740,0
46641,0
29974,0
73565,1
53270,0
42056,0
49113,0
18100,0
12996,0
58016,0
70818,0
42263,0
45083,0
8763,0
8463,0
6650,0
58435,0
17744,0
2661,1
73639,0
50910,0
44279,0
27037,0
19972,0
37512,0
29129,0
37004,0
30750,0
71804,0
12837,0
75741,0
45067,0
17216,0
61341,0
5845,0
21029,0
49320,1
48520,0
15642,0
43305,0
37016,0
61401,0
3439,0
60119,0
53219,0
24288,0
63111,0
60281,0
23699,0
40679,0
34695,0
12545,0
3918,0
21669,0
1465,0
55226,0
30185,1
41544,0
18232,0
16289,0
1752,0
38443,0
73671,0
71174,1
50763,0
73346,0
33693,0
58836,0
45626,0
63276,0
69580,0
71902,0
13271,0
69641,0
75342,0
16201,0
32951,0
63906,0
28497,0
64377,1
38481,0
40031,0
17606,0
8451,0
58647,0
2297,0
32809,0
6931,0
70800,0
42486,0
76302,0
68658,0
557,0
53368,0
39909,0
8279,0
60755,1
46752,0
21706,0
67283,0
51531,0
29204,0
31662,0
62775,1
71183,0
14334,0
2263,0
25902,0
75466,0
69166,0
10306,0
66579,0
70023,0
74135,0
16801,0
13804,0
7323,0
36923,0
11204,0
62642,0
7807,0
7448,0
4609,0
67488,0
18950,0
6053,0
24959,0
15001,1
12970,0
58580,0
36687,0
44069,0
74717,0
45019,0
1754,0
68647,0
26293,0
73799,0
56641,0
75011,0
70674,0
33993,0
50332,0
34415,0
3422,0
47232,0
16033,0
34323,0
42453,0
51514,0
56181,0
27067,0
44636,0
15153,0
70124,0
34987,0
24598,0
36736,0
71598,0
19977,0
8299,0
26831,0
58107,0
48883,0
59532,0
40032,0
46831,0
23447,0
67535,0
41816,0
14453,0
23729,1
6975,0
8442,0
56591,0
72117,0
25350,0
36384,0
6597,0
29771,0
24472,0
68641,0
50845,0
38343,0
12669,0
5550,0
11273,0
63108,0
76114,0
23845,0
51053,0
34820,0
11228,0
65596,0
68841,1
59737,0
8599,0
74348,1
75861,0
40897,0
40400,0
9468,0
59991,1
59548,0
64628,0
14222,0
13522,0
49873,0
71410,0
18927,0
51509,0
11261,0
46098,1
63926,0
73218,0
49301,0
74813,1
46272,0
11256,0
5105,0
54447,0
43887,0
36942,0
63378,0
58762,0
70759,0
41751,0
35791,0
53403,0
53521,0
60216,0
16723,0
8176,0
32223,0
21504,0
5468,0
7553,0
10494,0
53441,0
16968,0
36599,0
61864,0
22560,1
57836,0
31011,0
69045,0
61405,0
67767,0
41205,0
64276,0
71490,1
71028,0
56850,0
58918,0
70471,0
71385,0
16137,0
692,0
67523,0
50388,0
48996,0
7449,1
49611,0
33406,0
55474,1
51271,0
16721,0
58938,0
54467,0
30258,0
68298,0
56109,0
54500,0
17190,0
1759,1
70277,0
5235,0
44975,0
48030,0
63885,0
13990,0
76706,0
58065,0
56490,0
57904,0
49263,0
33832,0
1656,0
74445,0
73073,0
14432,0
45975,1
50465,0
4692,0
65395,0
952,0
13320,0
3308,0
51225,0
48584,1
35758,0
63747,1
18782,0
21772,1
48514,0
75757,0
30751,0
11537,0
52654,1
52453,0
4478,0
36176,0
62350,0
33490,0
56061,0
27521,0
62495,0
1924,0
49313,0
27211,0
27396,1
66472,0
38394,0
24304,0
58785,0
64000,0
894,0
15244,0
32228,1
51035,0
7294,0
7453,0
13525,0
33588,1
41262,0
66079,0
13043,0
4507,0
18248,0
49454,0
44338,0
74063,0
16613,0
3050,0
20639,0
15242,0
42677,0
24571,0
65555,0
40989,0
1706,0
60810,0
2070,0
65968,1
577,0
16870,0
36365,0
63464,0
52901,0
6076,0
32585,0
12588,0
66052,0
33650,1
32416,0
11479,0
36063,0
56184,0
35874,0
66300,0
53217,0
74429,0
52009,0
647,0
53226,0
48962,0
69621,0
36321,0
62352,0
25132,0
63385,0
28125,0
4134,0
14910,0
76082,0
66258,0
72298,0
30442,0
33306,0
10705,0
60509,0
56207,0
48253,0
51361,0
7908,0
20956,0
6016,0
31478,0
69664,0
62305,0
35082,0
55380,0
48623,0
11428,0
11279,0
48207,0
25532,0
62383,0
48438,0
44638,0
22966,0
13564,0
7069,0
62660,0
5324,0
27909,0
59640,0
34431,0
54019,0
65443,0
12090,0
44570,0
6529,0
26653,0
71181,0
61882,1
14056,1
7331,0
15819,0
23577,1
26851,0
42460,0
11214,0
44895,0
35907,0
3026,0
72750,0
64963,0
32742,0
47051,0
685,0
71034,0
11583,0
8493,0
8397,0
1761,0
34361,0
19117,0
60263,0
66387,0
21235,0
32810,0
59030,1
3561,0
17512,0
67476,0
38165,0
44505,0
15641,0
28966,0
20817,0
47525,0
44693,0
45466,0
6993,0
20381,0
54639,0
6203,1
4777,1
3877,0
34089,0
35689,0
33114,0
68464,0
15855,0
54399,0
46698,0
64805,1
46101,0
64366,0
55122,0
28512,0
59774,0
14433,0
17597,0
45941,0
74947,0
11098,0
28444,0
68343,1
4917,0
7297,0
8681,0
32271,0
50257,0
6471,1
48590,0
49165,0
21419,1
27119,0
1412,0
22173,1
65711,0
57883,0
65320,1
36040,0
31532,0
43404,0
28215,0
1831,0
70337,0
67865,0
53679,0
42051,1
5085,0
5099,0
9461,0
62688,0
11542,0
53507,0
4506,0
35241,0
2187,0
42632,1
31431,0
56123,0
11146,0
43359,0
28513,0
25627,0
75414,1
14442,0
75971,0
31180,0
44063,0
23522,0
16607,0
60394,0
68293,0
13852,0
68532,0
30541,0
20694,0
9465,1
19316,0
26884,0
26067,0
22547,0
1184,0
53095,0
26838,0
17125,0
56722,1
23912,0
59251,0
34989,0
55919,0
58360,1
59396,0
30400,0
15548,0
40670,0
59483,0
17063,0
3410,1
11802,0
33333,0
51793,0
24579,0
52964,0
51385,0
21662,1
60912,1
34433,0
56819,0
5769,1
54032,0
39759,0
65435,0
60517,0
75042,0
31705,0
6307,0
35739,0
43559,0
55389,0
33429,0
47942,0
74039,0
15589,0
25915,0
15694,0
7633,0
37765,0
72751,0
53675,0
59686,0
48648,0
44695,0
12958,0
63205,0
71736,0
23813,0
21280,0
69627,0
53597,0
27671,0
76104,0
56718,0
24495,0
41203,1
55198,0
36428,0
70923,0
28555,0
44690,0
62655,0
55836,0
35203,0
73226,1
30325,0
44003,1
23124,0
28213,0
643,0
74979,0
31143,0
49267,1
40986,0
21914,0
70649,0
67533,0
27776,0
4255,0
44893,1
37013,0
47327,0
4317,0
5598,0
9047,0
45493,1
30006,0
37408,1
42190,1
29390,0
29725,0
32820,1
70478,0
10708,0
5052,0
8513,0
678,0
53312,0
29049,0
67926,0
75463,0
29758,0
46732,0
5246,0
39551,0
30320,0
1809,0
41547,0
23003,0
32018,0
40911,0
36072,1
28639,0
56547,0
43414,0
23024,0
63000,0
31605,0
33095,0
64113,0
12237,0
58730,0
53695,0
6995,0
29728,0
6617,0
47956,0
29645,0
54460,0
68279,0
65947,1
15209,0
39235,0
49299,0
696,1
23355,0
51881,0
29194,0
58760,0
3,0
10558,0
67279,0
18088,0
51492,0
56178,0
45666,0
32543,0
45811,0
30855,0
41256,0
61399,0
71381,0
42600,0
68837,0
63056,0
30338,0
57733,0
17185,0
38021,0
43360,0
52250,0
69513,0
15861,0
5144,0
56824,0
74280,0
27567,0
27622,0
45651,1
5012,0
49906,0
55750,0
62600,0
13860,0
75110,0
3643,0
38554,0
6923,0
35963,0
12902,0
1344,0
1750,0
57192,0
31746,0
39769,0
27302,0
21259,1
20701,0
52238,0
35289,0
44518,0
61830,1
4218,0
54442,0
52373,0
48007,0
56896,0
30224,0
35735,0
2471,0
41261,0
40873,0
43053,1
18991,0
71024,0
55249,0
59862,0
6465,0
15922,0
12277,0
39343,0
56059,0
65944,0
9339,0
51264,1
38770,0
56487,0
23574,0
37247,0
5077,1
7717,0
986,0
3962,0
32508,0
48712,0
42254,0
8021,0
46728,0
52763,0
58706,0
65390,0
4422,0
58544,0
59103,0
12088,0
4711,0
70592,0
22716,0
20297,0
68301,0
32735,0
65394,0
29088,0
53365,1
60174,0
18992,0
723,0
71193,0
5481,1
68084,0
66080,0
18790,0
28534,0
50036,1
50860,0
9901,0
24280,0
56723,0
55634,0
27010,0
61614,1
68039,1
12834,0
41048,0
64400,0
30274,0
61917,0
14025,0
65814,0
30904,0
25159,0
62719,0
9036,0
6638,0
46045,0
66095,0
40512,0
61768,0
11387,0
75088,0
17700,0
3271,0
10778,0
4619,0
5561,0
22907,0
36839,0
64871,0
64211,0
17180,0
16072,0
13421,0
49384,0
51720,0
31297,0
69814,0
71076,0
33936,0
58190,0
63130,1
48965,1
36891,0
70057,0
27897,1
40361,0
4617,0
76320,0
49910,0
74883,0
2875,0
55865,0
50930,0
51719,0
71112,0
4526,0
28351,0
11703,0
55057,1
31550,0
43415,0
24628,0
44805,0
12227,0
17120,1
39117,0
39991,0
3030,0
12652,0
26132,0
55147,0
35330,0
6634,0
75635,0
40983,0
37279,0
27390,0
61927,0
68174,0
17908,0
33206,0
49607,1
33191,0
69257,0
61620,0
28720,0
67844,0
70892,0
24769,0
72676,0
17707,1
22967,1
21935,0
4730,0
70990,0
63460,0
40081,0
73635,0
52367,0
38486,0
7114,0
30538,0
34470,0
27611,0
51814,0
33314,0
29775,0
41282,0
50140,0
39274,0
26479,0
3924,0
20078,0
30872,0
11930,0
22508,0
6786,1
24139,0
68437,0
52505,0
58718,0
23150,0
57560,1
29467,0
10839,0
47067,0
34447,0
50781,0
72578,0
74382,0
70508,0
41095,0
57841,0
66585,0
22126,0
44421,0
4441,0
15234,1
5778,0
35134,0
59287,1
42624,0
54414,0
54097,0
45317,0
52498,0
5772,0
17794,0
72528,0
15453,0
15649,0
23031,0
51653,0
46191,0
23967,0
62856,0
46754,1
32015,0
45069,0
35071,0
74810,0
37332,0
76438,0
3261,0
42945,0
39990,0
72959,0
55353,0
38592,0
30337,0
36512,0
65938,0
23939,0
32836,0
23689,0
53051,0
69153,0
7817,0
74128,0
53285,0
52704,0
4044,1
72900,0
8237,0
21436,0
3294,0
22470,0
13777,1
4311,0
17238,0
63188,0
39635,0
4915,0
12395,0
29823,0
76451,0
19686,0
54796,0
32814,0
47389,1
71454,0
27784,0
26297,0
45413,0
28262,0
65051,0
38449,0
12606,0
37504,0
50411,0
26989,0
57084,0
59043,0
2920,0
71408,0
29699,0
73376,0
56489,0
7926,1
34408,0
63533,0
1647,0
50976,0
30110,0
16970,0
9795,1
41443,0
5323,0
45222,0
60231,0
76235,0
36780,0
64007,0
51526,0
43402,0
63131,0
24981,0
33420,0
60382,0
54374,0
5127,0
14103,0
66619,0
5569,0
43423,0
28359,1
46049,0
29221,0
70001,0
30301,1
10244,0
10503,0
32790,0
3447,0
62809,0
53246,0
65377,1
35688,0
25617,0
61393,0
68932,0
42266,0
57593,0
64764,0
67987,0
25897,0
23301,0
4111,0
13344,0
41043,0
61855,1
41578,1
64330,0
53308,0
60308,1
8576,0
44525,0
42241,0
50268,0
22970,0
17405,0
39286,0
42903,0
11798,0
67965,0
22667,0
24763,0
52701,0
33031,0
10093,0
9924,0
49657,0
7708,0
714,0
39467,0
53626,0
22643,0
75859,0
73126,0
16560,0
66124,0
71367,1
62636,1
40226,0
72311,0
44577,0
8689,0
53057,0
55386,0
42242,0
19145,0
301,0
74000,0
13876,0
45650,0
75351,0
44419,0
15571,1
41891,0
49328,0
22854,0
74155,0
2075,1
72516,0
67214,0
8057,0
68303,0
69819,0
21288,0
22948,0
37383,0
50196,0
17560,0
36840,0
64654,0
16734,1
12317,1
3779,0
6783,0
2711,0
49198,0
22519,0
387,0
28950,0
54249,0
34032,0
64295,0
38488,1
44635,0
60881,0
71609,0
39412,0
1677,0
43753,0
48117,0
31410,0
18154,0
38643,0
73738,0
64916,0
44128,0
19498,0
5205,0
14041,0
13743,0
61655,0
22141,0
65940,0
15932,0
27150,0
58276,0
18299,0
62980,0
42552,0
10823,0
34321,0
41856,0
39098,0
69574,0
69044,0
2216,0
20479,0
54640,0
12206,0
51566,0
27925,0
39040,0
22823,0
68125,0
49979,0
23343,0
35290,0
62083,0
58589,0
30509,0
29091,0
64460,1
74938,0
67194,0
19748,0
11131,0
3695,0
54516,0
26888,0
31616,0
46973,1
4977,1
73197,0
68190,0
34177,1
37108,1
49621,0
30085,0
31120,0
38222,1
73198,0
16371,0
75637,0
41560,0
36355,0
26050,1
62493,0
62794,0
34994,0
27061,0
1637,0
1568,0
69201,0
7502,0
10970,1
20689,0
29902,0
68547,0
30646,0
34906,0
61412,0
58357,0
16196,0
42946,0
18964,0
17739,0
38639,0
74829,0
30720,0
3067,0
55100,1
6787,0
37005,0
30486,0
33119,0
28562,0
73993,0
5792,0
47625,0
33117,0
51817,0
49541,0
49671,0
2495,0
20139,0
57901,0
12565,0
54839,0
50482,0
5325,0
4524,0
58970,0
9429,0
23570,0
14808,0
26197,0
48417,0
67845,0
60679,0
64686,0
17989,0
53242,0
65584,0
44814,0
73644,0
48627,0
19056,1
74475,0
29815,0
45982,0
52424,0
53501,0
7403,0
41808,1
58716,0
25581,0
64269,1
23034,0
10846,0
46800,0
61647,0
37135,0
52282,0
43353,0
57978,0
33981,0
61193,0
14450,0
68664,0
45362,0
53700,0
19566,0
8005,0
16132,0
14730,0
29106,0
39631,0
31400,0
22950,0
72399,0
69549,0
19000,0
71373,0
63546,0
75652,0
46275,0
32335,0
30013,0
21506,0
48201,1
20262,0
4785,0
63784,0
62498,1
24578,0
55551,0
64974,0
33853,0
50551,0
62312,0
38579,0
44459,0
51161,0
53048,0
21744,0
31078,0
35891,0
19989,0
61606,0
36219,0
71910,0
14251,0
44513,0
44266,0
8969,0
26307,0
58018,0
68665,0
8007,0
65760,0
44081,0
21083,1
50591,0
14128,0
16452,0
3733,0
23021,0
75493,0
36105,0
38082,0
54038,1
14691,0
18541,0
50538,0
40278,0
63793,0
48349,0
25750,1
50828,0
76150,0
43104,0
19181,0
14934,0
61813,0
58670,0
37913,0
9017,0
3693,0
35046,0
60251,0
21452,0
6568,0
58534,0
32453,0
31482,0
27859,0
72689,0
45112,0
44757,0
54963,0
70512,0
14403,0
40365,0
55033,0
49514,0
55986,0
43580,0
4981,0
53927,0
61570,0
15916,0
65843,1
69617,0
22371,0
25885,0
15735,0
5111,0
40547,0
64687,1
9072,0
59533,0
64473,1
70341,0
28672,0
43984,0
20472,0
23145,0
75834,0
37729,0
38369,0
38590,0
45171,0
36034,0
71566,0
40417,0
20915,0
13608,1
37597,0
28665,0
40543,0
17987,0
68241,0
12728,0
18416,0
66601,0
14471,0
5613,0
76026,0
60884,0
21303,0
36799,0
75457,1
26183,0
16063,0
61990,0
47456,0
59990,0
58113,0
62467,0
48115,0
27973,0
49409,0
64457,0
68151,0
3929,0
23381,0
41438,0
22161,0
31850,0
46798,0
14936,0
53488,0
63838,0
67290,0
14204,1
70142,0
2487,0
43784,0
57385,0
12717,0
4538,0
45169,0
24093,0
19767,0
37839,0
59438,0
17500,0
43961,0
51140,0
24238,0
6795,0
2881,0
22543,0
50254,0
33241,0
4701,0
2386,1
16192,0
15231,0
55131,0
30941,0
65582,0
50270,0
59127,0
18317,0
27621,0
70310,1
73052,0
27906,0
8846,0
72692,0
64483,0
2298,0
49321,0
35982,0
27774,0
26202,0
46998,0
18148,0
46171,0
44522,1
4307,0
33884,0
50953,0
66117,0
4791,0
35207,0
16473,1
69281,0
20802,0
74888,0
71493,0
60736,0
27293,0
30707,0
40595,0
40909,0
31870,0
68821,0
59411,0
45761,0
41894,0
21761,0
38583,0
68891,0
29320,0
11132,0
40966,0
45627,0
31389,0
5623,0
26448,0
66125,0
59055,0
76435,0
994,0
60534,0
57442,0
20477,0
26400,0
47671,0
55370,0
3065,0
42030,0
65702,0
23871,0
68163,1
30851,0
29398,0
36739,0
57599,0
72574,0
32435,0
32581,0
7276,0
65381,0
12927,0
23803,1
32707,1
21560,0
65640,0
60272,0
18075,0
18582,0
66552,0
49505,0
45644,0
22837,0
52361,1
74582,0
43113,0
52392,1
22902,0
31262,0
21035,0
73732,0
56066,0
25112,0
35116,0
8549,0
61119,0
23181,0
48842,0
70876,0
70270,0
32401,0
56481,0
54020,0
70727,0
69180,0
43018,0
34578,0
1195,0
293,0
14890,0
46987,0
7346,0
53290,1
43757,0
49555,0
29621,0
31787,0
60528,0
69704,0
75348,0
51847,0
33577,0
67541,0
74428,0
57846,0
8350,0
71954,0
23514,1
23099,1
35078,0
47030,0
63540,0
61809,0
17783,0
62948,0
52280,0
69130,0
73912,0
74256,0
34214,0
43244,0
69132,0
5898,0
15432,0
8912,1
18994,0
52062,0
48902,0
71416,0
56339,0
29242,0
38536,0
19523,0
56265,0
8753,0
27038,0
68729,0
45308,0
43977,0
11526,0
825,0
2081,0
73880,0
4813,1
35237,0
21477,0
76296,0
47082,0
64476,0
64519,0
36601,0
75608,0
62889,0
71565,0
43508,0
61428,1
27031,0
59922,0
34312,0
10063,1
17335,0
3413,0
31125,0
339,0
29116,0
24229,0
22325,0
37654,0
53267,0
1097,0
10812,0
44447,0
11202,0
32506,0
7814,0
70521,0
20469,0
0,0
45046,0
70082,0
11753,0
73911,0
9371,0
51477,0
31117,0
31743,0
64947,0
64582,0
25649,0
48202,0
16808,0
75410,0
8009,0
19667,0
36907,0
47207,0
62893,0
7629,0
75357,1
44932,0
59541,0
15970,0
56344,0
24468,0
18996,0
55173,0
56341,0
59848,0
42250,0
68145,0
66337,0
47959,0
58070,0
49913,0
69470,0
28983,1
11275,0
41345,0
44085,0
42082,1
66336,0
40237,0
74269,0
45602,1
31076,1
64408,1
54917,0
8504,1
59730,0
21759,0
49331,0
6027,0
51795,0
69184,0
60694,0
36059,0
46792,0
68839,0
62333,0
25481,0
5853,0
49916,0
13667,0
22799,0
2803,0
47595,1
57908,1
62120,0
62520,0
65688,0
6641,0
32179,0
37784,0
6649,0
52583,0
31994,0
52068,0
37681,1
15155,0
49202,0
28058,0
15048,0
63957,0
42138,0
13858,0
12665,0
60266,1
37916,1
5774,0
23234,0
74437,0
52339,0
54933,0
20545,0
40668,0
43756,0
43939,0
32559,0
30923,0
17194,0
51501,0
57094,0
2792,0
51607,0
58712,0
74713,0
60315,0
70442,0
14755,1
53249,0
60381,0
17737,1
35494,0
9898,0
13490,0
27911,0
38551,0
56715,0
9823,0
35430,0
53834,0
8380,0
28353,0
48003,0
13970,0
74127,1
69866,0
60260,0
5562,0
8644,0
13334,0
43507,0
68430,0
66178,0
75134,0
62653,0
5107,0
6263,0
29366,0
56283,0
62641,0
29776,0
33172,0
6259,0
45670,0
11105,0
67681,0
13864,0
62298,0
20774,0
60927,0
34788,0
56075,0
42774,0
70343,0
39747,0
58278,0
71123,0
7886,0
72892,0
18053,0
4722,0
13035,0
19344,0
1555,1
6057,0
71068,0
64120,0
39164,0
11064,0
31326,0
9352,0
72634,0
13853,0
27124,0
62727,0
15052,0
22798,0
70472,0
24061,0
28761,0
62407,0
73794,0
13803,0
53714,0
32611,0
2379,0
61773,0
4798,0
55745,0
68584,0
24881,0
6774,0
29623,0
37577,0
35298,0
15005,0
43527,0
4743,0
35532,0
30399,0
28277,0
2770,0
18081,0
40633,0
60036,0
60020,0
64325,0
19146,0
24241,0
8277,0
73343,0
66389,0
6906,0
1411,0
435,1
2547,1
68392,0
45279,0
63204,1
43396,0
40408,0
51900,0
16814,0
50251,0
57736,0
71911,0
389,0
31836,0
5371,0
52317,0
62519,1
62773,0
19987,0
1552,0
28985,0
76432,0
13880,0
55191,0
55441,0
46434,0
60588,0
66600,0
9289,0
61791,0
40739,0
73286,0
72748,0
19278,0
64143,0
44748,0
64969,0
40974,0
31889,0
54000,0
7330,1
70861,0
6283,0
73575,0
33578,0
7506,0
72257,0
76023,0
74912,1
26138,0
22581,0
18652,0
61002,0
3114,0
20773,0
70839,1
56759,0
41963,0
72598,0
74045,0
57232,0
29932,0
74556,0
32711,0
2490,0
10271,0
14492,1
36332,0
57686,0
75020,0
15227,0
21441,0
21284,0
26843,0
10176,0
53010,0
22307,0
36597,0
70449,1
47886,0
53311,0
44801,0
45217,1
13386,0
25912,0
29145,0
35904,0
35068,0
60938,0
618,0
71570,0
9566,0
38028,0
2690,0
53093,0
20298,0
52939,0
40105,0
48300,0
37345,0
45360,0
29197,0
59289,0
76243,0
23630,0
4704,0
34034,0
29202,0
70648,0
25190,0
14993,1
4968,0
24783,0
35704,0
34822,0
10282,0
38499,0
50915,0
115,0
30845,0
53394,0
14475,0
30951,0
49059,0
58630,0
53161,0
4542,0
66456,1
1501,0
55200,0
48571,0
60809,0
34936,0
44969,0
61006,0
14075,0
13290,0
3066,0
48467,0
65935,0
45876,0
4104,0
56404,0
35731,0
66163,0
67367,0
72110,0
5190,0
29319,0
29628,0
48310,0
38389,0
39712,0
6984,1
25130,0
19052,0
56545,1
55859,0
39780,1
62952,1
8940,1
45166,0
66147,0
3461,0
42387,0
21081,0
41574,0
74661,0
23137,0
61753,1
9490,0
74470,1
43618,0
65795,0
57556,0
67680,0
23764,0
6799,0
45133,0
20423,0
18324,0
15230,0
5327,0
32189,0
53673,0
28745,0
69639,0
43177,0
55771,0
44714,0
70820,1
71136,0
60842,0
68235,0
9702,0
71173,0
54087,0
51740,0
46870,0
29018,0
51708,0
55856,0
41543,1
56820,0
30484,0
40517,0
44807,0
7957,0
36550,0
62149,0
57495,0
51490,0
10807,0
42048,0
399,0
74384,1
69349,0
1260,0
69145,0
10252,1
37129,0
4464,0
53570,0
21488,0
51878,0
11894,0
56888,0
60746,0
50582,0
42438,0
12815,0
42707,0
44686,0
7133,0
24309,0
62807,0
35753,0
5826,1
76610,0
59995,0
59368,0
45210,0
59971,0
57470,0
35354,0
70135,0
69420,0
25311,0
74466,0
3306,0
37945,0
14694,0
66318,0
70889,0
9327,0
30106,0
64458,0
46177,1
13515,0
40914,0
52802,1
36261,0
13959,0
4326,0
71620,0
35759,0
54976,0
20800,0
61301,0
40085,0
52192,0
12270,0
43306,0
25746,0
37201,0
694,0
12744,0
1122,0
34707,0
43970,0
20778,0
73905,0
31161,0
25765,0
43405,0
18079,0
54914,0
11836,0
11313,0
74279,0
38370,0
7183,1
11474,0
17952,0
54749,0
39363,0
3444,0
2794,0
59408,1
9961,0
474,0
70088,0
8282,0
73051,0
52807,0
43511,1
46966,0
21490,0
72424,0
2709,0
5232,0
55983,0
45620,1
75114,0
35870,0
29780,0
62345,0
39515,0
29436,0
68838,0
24253,0
7285,0
61700,0
32626,0
39265,0
22302,0
11426,1
63398,0
45875,0
29688,0
33717,0
54978,0
72581,0
32632,0
22280,0
6035,1
37,0
71115,0
59116,0
8898,0
8065,0
73552,0
7287,0
50170,0
46448,0
69311,0
53000,0
54631,0
39136,0
36588,0
12300,0
41136,0
21491,0
24045,0
23104,0
23037,0
65043,0
58272,0
57795,0
72924,0
617,0
36306,0
67485,0
34240,0
65824,0
47962,0
71184,0
38300,0
29053,0
44007,0
64363,0
9897,0
3937,0
22913,0
35472,0
21386,1
23656,0
20680,0
58690,0
68143,0
1037,0
43764,0
46038,1
15563,0
3367,0
39356,0
7455,0
2708,0
39652,0
61968,0
66366,0
16413,0
24216,1
13363,0
63912,0
29122,0
27704,0
21544,1
6264,0
23417,0
22570,0
58669,0
46401,0
17555,0
66454,0
13665,0
16113,0
2491,0
70968,0
59934,0
50659,0
44565,0
3197,0
74292,0
27482,0
20334,0
18440,0
47592,0
52370,0
6621,0
15071,0
34311,1
37699,0
63547,0
8509,0
5329,0
15863,0
8675,0
56105,1
42944,0
41009,1
61284,0
69598,0
34327,0
35802,1
59733,0
57643,0
7327,0
49869,0
56475,0
49993,0
29511,0
28442,0
61396,0
74268,1
22713,0
55101,0
32792,0
4089,0
45709,0
3275,0
12267,0
73679,0
65440,0
53225,0
30882,0
8528,0
33519,0
29297,0
37841,0
56468,0
56353,0
37409,0
18546,0
49401,0
20619,0
68093,0
57039,0
61926,0
24122,0
3714,0
33934,0
67690,0
26071,0
68432,0
20799,0
57727,0
37569,0
39436,0
16981,0
9453,0
57630,0
7498,0
40427,0
69117,0
10232,0
71762,1
39335,1
30380,0
88,0
9292,0
45026,0
14647,0
67840,0
33492,0
148,1
47174,0
74569,0
31397,0
59583,0
71809,0
3546,0
61846,0
60878,0
7178,0
55837,0
72413,0
17124,0
72097,0
61854,0
4458,0
51712,0
45674,0
37341,0
25526,0
10197,1
40011,0
49919,0
16946,0
40569,0
